user_id,event_dt,event_type,session_id,amount,transaction_type
user_00001,2025-10-30 14:35:33.488811,screen_view,2,,
user_00001,2025-10-30 14:36:45.488811,button_click,2,,
user_00001,2025-10-30 14:38:25.488811,button_click,2,,
user_00001,2025-10-30 14:39:36.488811,transaction,2,38732.86,transfer
user_00001,2025-10-30 14:44:27.735404,logout,2,,
user_00001,2025-10-31 16:40:06.488811,login,3,,
user_00001,2025-10-31 16:41:08.488811,transaction,3,46997.49,payment
user_00001,2025-10-31 16:41:31.488811,screen_view,3,,
user_00001,2025-10-31 16:42:17.488811,screen_view,3,,
user_00001,2025-10-31 16:42:46.488811,screen_view,3,,
user_00001,2025-10-31 16:43:46.488811,transaction,3,18746.79,payment
user_00001,2025-10-31 16:44:39.488811,screen_view,3,,
user_00001,2025-10-31 16:45:02.488811,button_click,3,,
user_00001,2025-10-31 16:45:38.488811,button_click,3,,
user_00001,2025-10-31 16:46:08.488811,transaction,3,14603.96,transfer
user_00001,2025-10-31 16:47:05.488811,screen_view,3,,
user_00001,2025-10-31 16:48:31.797691,logout,3,,
user_00001,2025-11-03 04:20:06.488811,login,4,,
user_00001,2025-11-03 04:21:11.488811,transaction,4,40393.05,transfer
user_00001,2025-11-03 04:22:07.488811,transaction,4,25130.83,payment
user_00001,2025-11-03 04:23:40.488811,button_click,4,,
user_00001,2025-11-03 04:24:53.488811,screen_view,4,,
user_00001,2025-11-03 04:27:24.631663,logout,4,,
user_00001,2025-11-08 13:14:06.488811,login,5,,
user_00001,2025-11-08 13:17:28.488811,screen_view,5,,
user_00001,2025-11-08 13:18:54.488811,transaction,5,34215.2,payment
user_00001,2025-11-08 13:21:19.488811,button_click,5,,
user_00001,2025-11-08 13:23:16.488811,screen_view,5,,
user_00001,2025-11-08 13:24:57.488811,screen_view,5,,
user_00001,2025-11-08 13:28:13.488811,transaction,5,26286.42,payment
user_00001,2025-11-08 13:30:21.488811,transaction,5,4712.82,payment
user_00001,2025-11-08 13:33:09.488811,transaction,5,14915.56,transfer
user_00001,2025-11-08 13:35:59.488811,transaction,5,24133.1,transfer
user_00001,2025-11-08 13:44:06.488811,logout,5,,
user_00002,2025-10-30 03:29:06.488811,login,1,,
user_00002,2025-10-30 03:29:54.488811,screen_view,1,,
user_00002,2025-10-30 03:30:24.488811,screen_view,1,,
user_00002,2025-10-30 03:31:19.488811,transaction,1,4030.75,payment
user_00002,2025-10-30 03:32:36.672968,logout,1,,
user_00002,2025-11-01 12:25:06.488811,login,2,,
user_00002,2025-11-01 12:25:25.488811,button_click,2,,
user_00002,2025-11-01 12:25:50.488811,button_click,2,,
user_00002,2025-11-01 12:26:13.488811,screen_view,2,,
user_00002,2025-11-01 12:26:40.488811,screen_view,2,,
user_00002,2025-11-01 12:26:53.488811,transaction,2,22995.3,payment
user_00002,2025-11-01 12:27:08.488811,button_click,2,,
user_00002,2025-11-01 12:27:35.488811,screen_view,2,,
user_00002,2025-11-01 12:28:08.836044,logout,2,,
user_00002,2025-11-02 08:59:06.488811,login,3,,
user_00002,2025-11-02 08:59:09.488811,button_click,3,,
user_00002,2025-11-02 08:59:11.488811,transaction,3,28934.9,transfer
user_00002,2025-11-02 08:59:18.488811,screen_view,3,,
user_00002,2025-11-02 08:59:21.488811,screen_view,3,,
user_00002,2025-11-02 08:59:27.488811,screen_view,3,,
user_00002,2025-11-02 08:59:29.488811,button_click,3,,
user_00002,2025-11-02 08:59:35.488811,screen_view,3,,
user_00002,2025-11-02 08:59:40.488811,transaction,3,31403.19,payment
user_00002,2025-11-02 08:59:46.488811,screen_view,3,,
user_00002,2025-11-02 09:00:00.323878,logout,3,,
user_00002,2025-11-07 14:46:06.488811,login,4,,
user_00002,2025-11-07 14:46:18.488811,transaction,4,28089.33,transfer
user_00002,2025-11-07 14:46:25.488811,button_click,4,,
user_00002,2025-11-07 14:46:36.488811,button_click,4,,
user_00002,2025-11-07 14:46:42.488811,screen_view,4,,
user_00002,2025-11-07 14:47:02.488811,screen_view,4,,
user_00002,2025-11-07 14:47:09.488811,button_click,4,,
user_00002,2025-11-07 14:47:19.488811,button_click,4,,
user_00002,2025-11-07 14:47:32.488811,transaction,4,42877.63,payment
user_00002,2025-11-07 14:47:48.488811,transaction,4,4962.56,transfer
user_00002,2025-11-07 14:48:05.488811,transaction,4,21066.79,transfer
user_00002,2025-11-07 14:48:20.488811,screen_view,4,,
user_00002,2025-11-07 14:48:29.488811,transaction,4,48590.05,transfer
user_00002,2025-11-07 14:49:16.841552,logout,4,,
user_00002,2025-11-09 16:31:06.488811,login,5,,
user_00002,2025-11-09 16:31:24.488811,transaction,5,20705.44,payment
user_00002,2025-11-09 16:31:30.488811,transaction,5,39131.58,payment
user_00002,2025-11-09 16:31:40.488811,transaction,5,13298.5,payment
user_00002,2025-11-09 16:31:56.488811,screen_view,5,,
user_00002,2025-11-09 16:32:02.488811,screen_view,5,,
user_00002,2025-11-09 16:32:20.488811,screen_view,5,,
user_00002,2025-11-09 16:32:39.488811,button_click,5,,
user_00002,2025-11-09 16:32:50.488811,screen_view,5,,
user_00002,2025-11-09 16:33:18.864916,logout,5,,
user_00002,2025-11-09 23:08:06.488811,login,6,,
user_00002,2025-11-09 23:08:37.488811,screen_view,6,,
user_00002,2025-11-09 23:08:51.488811,transaction,6,40316.39,transfer
user_00002,2025-11-09 23:09:04.488811,button_click,6,,
user_00002,2025-11-09 23:09:18.488811,screen_view,6,,
user_00002,2025-11-09 23:09:46.488811,screen_view,6,,
user_00002,2025-11-09 23:10:13.488811,button_click,6,,
user_00002,2025-11-09 23:10:45.488811,screen_view,6,,
user_00002,2025-11-09 23:11:02.488811,screen_view,6,,
user_00002,2025-11-09 23:11:30.488811,screen_view,6,,
user_00002,2025-11-09 23:12:28.274908,logout,6,,
user_00003,2025-10-28 01:10:06.488811,login,1,,
user_00003,2025-10-28 01:10:08.488811,button_click,1,,
user_00003,2025-10-28 01:10:09.488811,screen_view,1,,
user_00003,2025-10-28 01:10:11.488811,screen_view,1,,
user_00003,2025-10-28 01:10:14.488811,button_click,1,,
user_00003,2025-10-28 01:10:16.488811,button_click,1,,
user_00003,2025-10-28 01:10:23.430387,logout,1,,
user_00003,2025-10-28 06:04:06.488811,login,2,,
user_00003,2025-10-28 06:04:28.488811,screen_view,2,,
user_00003,2025-10-28 06:04:51.488811,screen_view,2,,
user_00003,2025-10-28 06:05:23.488811,transaction,2,4729.58,payment
user_00003,2025-10-28 06:06:56.429157,logout,2,,
user_00003,2025-10-28 11:46:06.488811,login,3,,
user_00003,2025-10-28 11:47:09.488811,button_click,3,,
user_00003,2025-10-28 11:47:43.488811,button_click,3,,
user_00003,2025-10-28 11:48:14.488811,screen_view,3,,
user_00003,2025-10-28 11:49:12.488811,screen_view,3,,
user_00003,2025-10-28 11:50:24.488811,screen_view,3,,
user_00003,2025-10-28 11:50:55.488811,transaction,3,,transfer
user_00003,2025-10-28 11:51:33.488811,screen_view,3,,
user_00003,2025-10-28 11:52:05.488811,screen_view,3,,
user_00003,2025-10-28 11:52:41.488811,transaction,3,17492.81,payment
user_00003,2025-10-28 11:53:34.488811,button_click,3,,
user_00003,2025-10-28 11:56:00.618959,logout,3,,
user_00003,2025-10-28 18:41:06.488811,login,4,,
user_00003,2025-10-28 18:41:27.488811,button_click,4,,
user_00003,2025-10-28 18:42:11.488811,screen_view,4,,
user_00003,2025-10-28 18:42:40.488811,screen_view,4,,
user_00003,2025-10-28 18:43:28.488811,screen_view,4,,
user_00003,2025-10-28 18:44:11.488811,screen_view,4,,
user_00003,2025-10-28 18:44:38.488811,button_click,4,,
user_00003,2025-10-28 18:45:10.488811,button_click,4,,
user_00003,2025-10-28 18:45:28.488811,button_click,4,,
user_00003,2025-10-28 18:46:14.488811,screen_view,4,,
user_00003,2025-10-28 18:46:33.488811,transaction,4,45909.92,transfer
user_00003,2025-10-28 18:47:11.488811,button_click,4,,
user_00003,2025-10-28 18:47:58.488811,screen_view,4,,
user_00003,2025-10-28 18:49:25.868995,logout,4,,
user_00003,2025-10-29 03:36:06.488811,login,5,,
user_00003,2025-10-29 03:36:22.488811,transaction,5,43413.94,payment
user_00003,2025-10-29 03:36:40.488811,screen_view,5,,
user_00003,2025-10-29 03:37:00.488811,screen_view,5,,
user_00003,2025-10-29 03:37:40.488811,screen_view,5,,
user_00003,2025-10-29 03:38:04.488811,button_click,5,,
user_00003,2025-10-29 03:38:28.488811,screen_view,5,,
user_00003,2025-10-29 03:39:10.488811,button_click,5,,
user_00003,2025-10-29 03:39:41.488811,button_click,5,,
user_00003,2025-10-29 03:41:26.807735,logout,5,,
user_00003,2025-10-31 12:13:06.488811,login,6,,
user_00003,2025-10-31 12:14:08.488811,screen_view,6,,
user_00003,2025-10-31 12:14:52.488811,screen_view,6,,
user_00003,2025-10-31 12:15:52.488811,button_click,6,,
user_00003,2025-10-31 12:17:29.488811,screen_view,6,,
user_00003,2025-10-31 12:18:30.488811,screen_view,6,,
user_00003,2025-10-31 12:19:28.488811,screen_view,6,,
user_00003,2025-10-31 12:20:28.488811,transaction,6,38103.97,payment
user_00003,2025-10-31 12:21:41.488811,button_click,6,,
user_00003,2025-10-31 12:23:19.488811,screen_view,6,,
user_00003,2025-10-31 12:24:21.488811,transaction,6,19340.23,payment
user_00003,2025-10-31 12:26:58.651551,logout,6,,
user_00003,2025-11-01 08:28:06.488811,login,7,,
user_00003,2025-11-01 08:28:39.488811,screen_view,7,,
user_00003,2025-11-01 08:29:15.488811,screen_view,7,,
user_00003,2025-11-01 08:29:37.488811,button_click,7,,
user_00003,2025-11-01 08:29:55.488811,screen_view,7,,
user_00003,2025-11-01 08:30:14.488811,button_click,7,,
user_00003,2025-11-01 08:30:35.488811,button_click,7,,
user_00003,2025-11-01 08:31:23.397058,logout,7,,
user_00003,2025-11-02 17:49:06.488811,login,8,,
user_00003,2025-11-02 17:49:52.488811,screen_view,8,,
user_00003,2025-11-02 17:51:16.488811,transaction,8,14126.03,payment
user_00003,2025-11-02 17:51:52.488811,button_click,8,,
user_00003,2025-11-02 17:52:32.488811,button_click,8,,
user_00003,2025-11-02 17:53:29.488811,transaction,8,21244.49,payment
user_00003,2025-11-02 17:54:51.488811,screen_view,8,,
user_00003,2025-11-02 17:57:15.341297,logout,8,,
user_00003,2025-11-05 13:51:06.488811,login,9,,
user_00003,2025-11-05 13:53:08.488811,screen_view,9,,
user_00003,2025-11-05 13:54:06.488811,screen_view,9,,
user_00003,2025-11-05 13:56:01.488811,screen_view,9,,
user_00003,2025-11-05 13:57:28.488811,button_click,9,,
user_00003,2025-11-05 13:59:08.488811,screen_view,9,,
user_00003,2025-11-05 14:00:39.488811,screen_view,9,,
user_00003,2025-11-05 14:04:40.847099,logout,9,,
user_00003,2025-11-07 10:41:06.488811,login,10,,
user_00003,2025-11-07 10:41:14.488811,screen_view,10,,
user_00003,2025-11-07 10:41:20.488811,button_click,10,,
user_00003,2025-11-07 10:41:26.488811,screen_view,10,,
user_00003,2025-11-07 10:41:33.488811,transaction,10,24717.5,transfer
user_00003,2025-11-07 10:41:41.488811,screen_view,10,,
user_00003,2025-11-07 10:41:43.488811,screen_view,10,,
user_00003,2025-11-07 10:41:51.488811,screen_view,10,,
user_00003,2025-11-07 10:41:55.488811,transaction,10,36240.24,transfer
user_00003,2025-11-07 10:42:01.851573,logout,10,,
user_00003,2025-11-09 13:22:06.488811,login,11,,
user_00003,2025-11-09 13:22:54.488811,screen_view,11,,
user_00003,2025-11-09 13:23:43.488811,screen_view,11,,
user_00003,2025-11-09 13:24:10.488811,screen_view,11,,
user_00003,2025-11-09 13:24:57.488811,transaction,11,31714.23,payment
user_00003,2025-11-09 13:25:30.488811,screen_view,11,,
user_00003,2025-11-09 13:26:04.488811,button_click,11,,
user_00003,2025-11-09 13:28:15.772594,logout,11,,
user_00003,2025-11-09 20:56:06.488811,login,12,,
user_00003,2025-11-09 20:57:41.488811,screen_view,12,,
user_00003,2025-11-09 20:59:19.488811,screen_view,12,,
user_00003,2025-11-09 21:01:16.488811,button_click,12,,
user_00003,2025-11-09 21:02:59.488811,transaction,12,37276.8,transfer
user_00003,2025-11-09 21:03:45.488811,transaction,12,9432.79,transfer
user_00003,2025-11-09 21:05:29.488811,button_click,12,,
user_00003,2025-11-09 21:07:55.817269,logout,12,,
user_00004,2025-10-31 04:24:06.488811,login,1,,
user_00004,2025-10-31 04:24:18.488811,screen_view,1,,
user_00004,2025-10-31 04:24:42.488811,transaction,1,31227.38,transfer
user_00004,2025-10-31 04:24:59.488811,screen_view,1,,
user_00004,2025-10-31 04:25:16.488811,screen_view,1,,
user_00004,2025-10-31 04:25:30.488811,screen_view,1,,
user_00004,2025-10-31 04:25:41.488811,screen_view,1,,
user_00004,2025-10-31 04:25:49.488811,screen_view,1,,
user_00004,2025-10-31 04:25:57.488811,screen_view,1,,
user_00004,2025-10-31 04:26:16.488811,transaction,1,39284.64,transfer
user_00004,2025-10-31 04:26:26.488811,button_click,1,,
user_00004,2025-10-31 04:27:41.775231,logout,1,,
user_00004,2025-11-01 09:31:06.488811,login,2,,
user_00004,2025-11-01 09:31:34.488811,screen_view,2,,
user_00004,2025-11-01 09:32:06.488811,screen_view,2,,
user_00004,2025-11-01 09:33:01.488811,screen_view,2,,
user_00004,2025-11-01 09:33:41.488811,screen_view,2,,
user_00004,2025-11-01 09:34:45.488811,screen_view,2,,
user_00004,2025-11-01 09:35:20.488811,screen_view,2,,
user_00004,2025-11-01 09:35:54.488811,button_click,2,,
user_00004,2025-11-01 09:36:50.488811,screen_view,2,,
user_00004,2025-11-01 09:37:16.488811,button_click,2,,
user_00004,2025-11-01 09:37:53.488811,screen_view,2,,
user_00004,2025-11-01 09:38:52.488811,screen_view,2,,
user_00004,2025-11-01 09:41:26.413518,logout,2,,
user_00004,2025-11-04 04:41:06.488811,login,3,,
user_00004,2025-11-04 04:41:09.488811,button_click,3,,
user_00004,2025-11-04 04:41:11.488811,screen_view,3,,
user_00004,2025-11-04 04:41:14.488811,transaction,3,34615.02,payment
user_00004,2025-11-04 04:41:15.488811,screen_view,3,,
user_00004,2025-11-04 04:41:17.488811,button_click,3,,
user_00004,2025-11-04 04:41:20.488811,screen_view,3,,
user_00004,2025-11-04 04:41:24.975572,logout,3,,
user_00004,2025-11-04 23:18:06.488811,login,4,,
user_00004,2025-11-04 23:18:17.488811,screen_view,4,,
user_00004,2025-11-04 23:18:29.488811,button_click,4,,
user_00004,2025-11-04 23:18:35.488811,transaction,4,42827.65,transfer
user_00004,2025-11-04 23:18:44.488811,screen_view,4,,
user_00004,2025-11-04 23:18:54.488811,screen_view,4,,
user_00004,2025-11-04 23:18:59.488811,screen_view,4,,
user_00004,2025-11-04 23:19:04.488811,transaction,4,43869.49,payment
user_00004,2025-11-04 23:19:16.488811,screen_view,4,,
user_00004,2025-11-04 23:19:25.488811,transaction,4,19612.21,payment
user_00004,2025-11-04 23:19:33.488811,screen_view,4,,
user_00004,2025-11-04 23:19:45.488811,button_click,4,,
user_00004,2025-11-04 23:19:55.488811,button_click,4,,
user_00004,2025-11-04 23:19:59.809199,logout,4,,
user_00004,2025-11-05 00:03:06.488811,login,5,,
user_00004,2025-11-05 00:04:20.488811,screen_view,5,,
user_00004,2025-11-05 00:05:02.488811,screen_view,5,,
user_00004,2025-11-05 00:05:33.488811,screen_view,5,,
user_00004,2025-11-05 00:06:29.488811,screen_view,5,,
user_00004,2025-11-05 00:07:38.488811,screen_view,5,,
user_00004,2025-11-05 00:08:06.488811,screen_view,5,,
user_00004,2025-11-05 00:08:37.488811,screen_view,5,,
user_00004,2025-11-05 00:09:42.488811,screen_view,5,,
user_00004,2025-11-05 00:10:46.488811,screen_view,5,,
user_00004,2025-11-05 00:11:43.488811,screen_view,5,,
user_00004,2025-11-05 00:14:04.875259,logout,5,,
user_00004,2025-11-05 22:42:06.488811,login,6,,
user_00004,2025-11-05 22:42:18.488811,button_click,6,,
user_00004,2025-11-05 22:42:28.488811,screen_view,6,,
user_00004,2025-11-05 22:42:45.488811,screen_view,6,,
user_00004,2025-11-05 22:43:03.488811,transaction,6,12941.24,payment
user_00004,2025-11-05 22:43:18.488811,screen_view,6,,
user_00004,2025-11-05 22:43:36.488811,screen_view,6,,
user_00004,2025-11-05 22:44:06.217642,logout,6,,
user_00004,2025-11-07 07:51:06.488811,login,7,,
user_00004,2025-11-07 07:52:34.488811,screen_view,7,,
user_00004,2025-11-07 07:53:06.488811,screen_view,7,,
user_00004,2025-11-07 07:53:51.488811,transaction,7,31888.53,payment
user_00004,2025-11-07 07:54:46.488811,transaction,7,4997.12,payment
user_00004,2025-11-07 07:56:14.488811,screen_view,7,,
user_00004,2025-11-07 07:56:55.488811,button_click,7,,
user_00004,2025-11-07 07:58:16.488811,button_click,7,,
user_00004,2025-11-07 07:59:02.488811,screen_view,7,,
user_00004,2025-11-07 07:59:44.488811,screen_view,7,,
user_00004,2025-11-07 08:00:33.488811,button_click,7,,
user_00004,2025-11-07 08:01:37.488811,screen_view,7,,
user_00004,2025-11-07 08:02:13.488811,screen_view,7,,
user_00004,2025-11-07 08:05:13.982966,logout,7,,
user_00004,2025-11-07 11:56:06.488811,login,8,,
user_00004,2025-11-07 11:56:07.488811,screen_view,8,,
user_00004,2025-11-07 11:56:08.488811,transaction,8,23118.07,transfer
user_00004,2025-11-07 11:56:09.488811,screen_view,8,,
user_00004,2025-11-07 11:56:11.488811,transaction,8,39352.94,payment
user_00004,2025-11-07 11:56:11.488811,button_click,8,,
user_00004,2025-11-07 11:56:11.488811,button_click,8,,
user_00004,2025-11-07 11:56:11.488811,screen_view,8,,
user_00004,2025-11-07 11:56:12.488811,transaction,8,,payment
user_00004,2025-11-07 11:56:21.176994,logout,8,,
user_00005,2025-10-28 17:23:06.488811,login,1,,
user_00005,2025-10-28 17:23:23.488811,button_click,1,,
user_00005,2025-10-28 17:23:33.488811,transaction,1,8782.5,payment
user_00005,2025-10-28 17:23:53.488811,transaction,1,3190.14,payment
user_00005,2025-10-28 17:24:03.488811,screen_view,1,,
user_00005,2025-10-28 17:24:12.488811,screen_view,1,,
user_00005,2025-10-28 17:24:19.488811,transaction,1,16125.84,payment
user_00005,2025-10-28 17:24:38.488811,screen_view,1,,
user_00005,2025-10-28 17:24:51.488811,screen_view,1,,
user_00005,2025-10-28 17:25:12.488811,button_click,1,,
user_00005,2025-10-28 17:25:25.488811,button_click,1,,
user_00005,2025-10-28 17:26:13.909126,logout,1,,
user_00005,2025-11-01 01:38:06.488811,login,2,,
user_00005,2025-11-01 01:40:44.488811,screen_view,2,,
user_00005,2025-11-01 01:42:35.488811,transaction,2,7977.36,
user_00005,2025-11-01 01:44:28.488811,button_click,2,,
user_00005,2025-11-01 01:48:14.488811,transaction,2,25052.35,payment
user_00005,2025-11-01 01:52:26.488811,screen_view,2,,
user_00005,2025-11-01 01:54:28.488811,button_click,2,,
user_00005,2025-11-01 01:58:49.488811,screen_view,2,,
user_00005,2025-11-01 02:06:27.462803,logout,2,,
user_00005,2025-11-01 18:18:06.488811,login,3,,
user_00005,2025-11-01 18:19:05.488811,screen_view,3,,
user_00005,2025-11-01 18:20:45.488811,screen_view,3,,
user_00005,2025-11-01 18:21:40.488811,button_click,3,,
user_00005,2025-11-01 18:22:56.488811,screen_view,3,,
user_00005,2025-11-01 18:24:04.488811,button_click,3,,
user_00005,2025-11-01 18:25:27.488811,screen_view,3,,
user_00005,2025-11-01 18:27:01.488811,screen_view,3,,
user_00005,2025-11-01 18:27:57.488811,button_click,3,,
user_00005,2025-11-01 18:28:46.488811,button_click,3,,
user_00005,2025-11-01 18:30:10.488811,screen_view,3,,
user_00005,2025-11-01 18:31:03.488811,screen_view,3,,
user_00005,2025-11-01 18:32:40.129928,logout,3,,
user_00005,2025-11-02 09:36:06.488811,login,4,,
user_00005,2025-11-02 09:37:25.488811,screen_view,4,,
user_00005,2025-11-02 09:39:53.488811,transaction,4,33200.47,transfer
user_00005,2025-11-02 09:41:57.488811,screen_view,4,,
user_00005,2025-11-02 09:43:10.488811,screen_view,4,,
user_00005,2025-11-02 09:46:00.488811,button_click,4,,
user_00005,2025-11-02 09:49:06.488811,transaction,4,13598.37,transfer
user_00005,2025-11-02 09:50:36.488811,screen_view,4,,
user_00005,2025-11-02 09:52:37.488811,button_click,4,,
user_00005,2025-11-02 09:57:26.879906,logout,4,,
user_00005,2025-11-03 11:14:06.488811,login,5,,
user_00005,2025-11-03 11:14:34.488811,transaction,5,1415.06,transfer
user_00005,2025-11-03 11:15:35.488811,button_click,5,,
user_00005,2025-11-03 11:16:45.488811,button_click,5,,
user_00005,2025-11-03 11:17:47.488811,screen_view,5,,
user_00005,2025-11-03 11:19:03.488811,screen_view,5,,
user_00005,2025-11-03 11:19:57.488811,button_click,5,,
user_00005,2025-11-03 11:21:20.890496,logout,5,,
user_00005,2025-11-05 19:18:06.488811,login,6,,
user_00005,2025-11-05 19:20:42.488811,screen_view,6,,
user_00005,2025-11-05 19:22:56.488811,screen_view,6,,
user_00005,2025-11-05 19:25:02.488811,screen_view,6,,
user_00005,2025-11-05 19:26:34.488811,screen_view,6,,
user_00005,2025-11-05 19:27:57.488811,screen_view,6,,
user_00005,2025-11-05 19:30:53.381617,logout,6,,
user_00005,2025-11-06 18:11:06.488811,login,7,,
user_00005,2025-11-06 18:12:06.488811,button_click,7,,
user_00005,2025-11-06 18:12:57.488811,screen_view,7,,
user_00005,2025-11-06 18:13:50.488811,screen_view,7,,
user_00005,2025-11-06 18:16:50.184411,logout,7,,
user_00005,2025-11-07 02:15:06.488811,login,8,,
user_00005,2025-11-07 02:15:13.488811,screen_view,8,,
user_00005,2025-11-07 02:15:19.488811,button_click,8,,
user_00005,2025-11-07 02:15:31.488811,screen_view,8,,
user_00005,2025-11-07 02:15:36.488811,screen_view,8,,
user_00005,2025-11-07 02:15:47.488811,screen_view,8,,
user_00005,2025-11-07 02:15:55.488811,screen_view,8,,
user_00005,2025-11-07 02:16:02.488811,transaction,8,,payment
user_00005,2025-11-07 02:16:07.488811,screen_view,8,,
user_00005,2025-11-07 02:16:11.488811,screen_view,8,,
user_00005,2025-11-07 02:16:18.488811,screen_view,8,,
user_00005,2025-11-07 02:16:48.892501,logout,8,,
user_00005,2025-11-07 18:36:06.488811,login,9,,
user_00005,2025-11-07 18:39:21.488811,screen_view,9,,
user_00005,2025-11-07 18:40:59.488811,transaction,9,24698.91,payment
user_00005,2025-11-07 18:43:52.488811,screen_view,9,,
user_00005,2025-11-07 18:47:03.488811,screen_view,9,,
user_00005,2025-11-07 18:48:53.488811,screen_view,9,,
user_00005,2025-11-07 18:50:36.488811,button_click,9,,
user_00005,2025-11-07 18:54:17.488811,screen_view,9,,
user_00005,2025-11-07 18:57:23.488811,screen_view,9,,
user_00005,2025-11-07 18:59:11.488811,screen_view,9,,
user_00005,2025-11-07 19:02:21.488811,screen_view,9,,
user_00005,2025-11-07 19:05:35.398840,logout,9,,
user_00005,2025-11-09 02:29:06.488811,login,10,,
user_00005,2025-11-09 02:29:41.488811,transaction,10,32529.01,payment
user_00005,2025-11-09 02:30:05.488811,transaction,10,28315.63,payment
user_00005,2025-11-09 02:30:26.488811,screen_view,10,,
user_00005,2025-11-09 02:32:08.998751,logout,10,,
user_00005,2025-11-09 18:15:06.488811,login,11,,
user_00005,2025-11-09 18:15:50.488811,button_click,11,,
user_00005,2025-11-09 18:16:49.488811,screen_view,11,,
user_00005,2025-11-09 18:17:22.488811,screen_view,11,,
user_00005,2025-11-09 18:18:04.488811,screen_view,11,,
user_00005,2025-11-09 18:19:44.488811,screen_view,11,,
user_00005,2025-11-09 18:21:17.488811,button_click,11,,
user_00005,2025-11-09 18:24:02.626205,logout,11,,
user_00006,2025-10-28 15:31:06.488811,login,1,,
user_00006,2025-10-28 15:31:14.488811,screen_view,1,,
user_00006,2025-10-28 15:31:23.488811,transaction,1,11984.69,transfer
user_00006,2025-10-28 15:31:26.488811,screen_view,1,,
user_00006,2025-10-28 15:31:29.488811,transaction,1,843.44,transfer
user_00006,2025-10-28 15:31:32.488811,screen_view,1,,
user_00006,2025-10-28 15:31:42.488811,screen_view,1,,
user_00006,2025-10-28 15:31:50.488811,screen_view,1,,
user_00006,2025-10-28 15:31:56.488811,transaction,1,6572.84,payment
user_00006,2025-10-28 15:32:06.488811,button_click,1,,
