user_id,event_dt,event_type,screen_name,button_name,amount,transaction_type
user_00003,2025-10-29 03:38:04.488811,button_click,,transfer,,
user_00003,2025-10-29 03:38:28.488811,screen_view,cards,,,
user_00003,2025-10-29 03:39:10.488811,button_click,,transfer,,
user_00003,2025-10-29 03:39:41.488811,button_click,,support,,
user_00003,2025-10-29 03:41:26.807735,logout,,,,
user_00003,2025-10-31 12:13:06.488811,login,,,,
user_00003,2025-10-31 12:14:08.488811,screen_view,transfers,,,
user_00003,2025-10-31 12:14:52.488811,screen_view,cards,,,
user_00003,2025-10-31 12:15:52.488811,button_click,,transfer,,
user_00003,2025-10-31 12:17:29.488811,screen_view,main,,,
user_00003,2025-10-31 12:18:30.488811,screen_view,payments,,,
user_00003,2025-10-31 12:19:28.488811,screen_view,transfers,,,
user_00003,2025-10-31 12:20:28.488811,transaction,,,38103.97,payment
user_00003,2025-10-31 12:21:41.488811,button_click,,payment,,
user_00003,2025-10-31 12:23:19.488811,screen_view,cards,,,
user_00003,2025-10-31 12:24:21.488811,transaction,,,19340.23,payment
user_00003,2025-10-31 12:26:58.651551,logout,,,,
user_00003,2025-11-09 20:56:06.488811,login,,,,
user_00003,2025-11-09 20:57:41.488811,screen_view,transfers,,,
user_00003,2025-11-09 20:59:19.488811,screen_view,transfers,,,
user_00003,2025-11-09 21:01:16.488811,button_click,,payment,,
user_00003,2025-11-09 21:02:59.488811,transaction,,,37276.8,transfer
user_00003,2025-11-09 21:03:45.488811,transaction,,,9432.79,transfer
user_00003,2025-11-09 21:05:29.488811,button_click,,support,,
user_00003,2025-11-09 21:07:55.817269,logout,,,,
user_00004,2025-11-01 09:31:06.488811,login,,,,
user_00004,2025-11-01 09:31:34.488811,screen_view,cards,,,
user_00004,2025-11-01 09:32:06.488811,screen_view,payments,,,
user_00004,2025-11-01 09:33:01.488811,screen_view,,,,
user_00004,2025-11-01 09:33:41.488811,screen_view,main,,,
user_00004,2025-11-01 09:34:45.488811,screen_view,payments,,,
user_00004,2025-11-01 09:35:20.488811,screen_view,payments,,,
user_00004,2025-11-01 09:35:54.488811,button_click,,support,,
user_00004,2025-11-01 09:36:50.488811,screen_view,settings,,,
user_00004,2025-11-01 09:37:16.488811,button_click,,transfer,,
user_00004,2025-11-01 09:37:53.488811,screen_view,main,,,
user_00004,2025-11-01 09:38:52.488811,screen_view,main,,,
user_00004,2025-11-01 09:41:26.413518,logout,,,,
user_00004,2025-11-04 04:41:06.488811,login,,,,
user_00004,2025-11-04 04:41:09.488811,button_click,,support,,
user_00004,2025-11-04 04:41:11.488811,screen_view,cards,,,
user_00004,2025-11-04 04:41:14.488811,transaction,,,34615.02,payment
user_00004,2025-11-04 04:41:15.488811,screen_view,cards,,,
user_00004,2025-11-04 04:41:17.488811,button_click,,card_details,,
user_00004,2025-11-04 04:41:20.488811,screen_view,cards,,,
user_00004,2025-11-04 04:41:24.975572,logout,,,,
user_00004,2025-11-05 00:03:06.488811,login,,,,
user_00004,2025-11-05 00:04:20.488811,screen_view,settings,,,
user_00004,2025-11-05 00:05:02.488811,screen_view,settings,,,
user_00004,2025-11-05 00:05:33.488811,screen_view,transfers,,,
user_00004,2025-11-05 00:06:29.488811,screen_view,main,,,
user_00004,2025-11-05 00:07:38.488811,screen_view,transfers,,,
user_00004,2025-11-05 00:08:06.488811,screen_view,transfers,,,
user_00004,2025-11-05 00:08:37.488811,screen_view,main,,,
user_00004,2025-11-05 00:09:42.488811,screen_view,payments,,,
user_00004,2025-11-05 00:10:46.488811,screen_view,cards,,,
user_00004,2025-11-05 00:11:43.488811,screen_view,main,,,
user_00004,2025-11-05 00:14:04.875259,logout,,,,
user_00004,2025-11-05 22:42:06.488811,login,,,,
user_00004,2025-11-05 22:42:18.488811,button_click,,transfer,,
user_00004,2025-11-05 22:42:28.488811,screen_view,settings,,,
user_00004,2025-11-05 22:42:45.488811,screen_view,settings,,,
user_00004,2025-11-05 22:43:03.488811,transaction,,,12941.24,payment
user_00004,2025-11-05 22:43:18.488811,screen_view,main,,,
user_00004,2025-11-05 22:43:36.488811,screen_view,transfers,,,
user_00004,2025-11-05 22:44:06.217642,logout,,,,
user_00004,2025-11-04 23:18:06.488811,login,,,,
user_00004,2025-11-04 23:18:17.488811,screen_view,settings,,,
user_00004,2025-11-04 23:18:29.488811,button_click,,transfer,,
user_00004,2025-11-04 23:18:35.488811,transaction,,,42827.65,transfer
user_00004,2025-11-04 23:18:44.488811,screen_view,cards,,,
user_00004,2025-11-04 23:18:54.488811,screen_view,settings,,,
user_00004,2025-11-04 23:18:59.488811,screen_view,,,,
user_00004,2025-11-04 23:19:04.488811,transaction,,,43869.49,payment
user_00004,2025-11-04 23:19:16.488811,screen_view,settings,,,
user_00004,2025-11-04 23:19:25.488811,transaction,,,19612.21,payment
user_00004,2025-11-04 23:19:33.488811,screen_view,main,,,
user_00004,2025-11-04 23:19:45.488811,button_click,,transfer,,
user_00004,2025-11-04 23:19:55.488811,button_click,,card_details,,
user_00004,2025-11-04 23:19:59.809199,logout,,,,
user_00004,2025-10-31 04:24:06.488811,login,,,,
user_00004,2025-10-31 04:24:18.488811,screen_view,cards,,,
user_00004,2025-10-31 04:24:42.488811,transaction,,,31227.38,transfer
user_00004,2025-10-31 04:24:59.488811,screen_view,main,,,
user_00004,2025-10-31 04:25:16.488811,screen_view,main,,,
user_00004,2025-10-31 04:25:30.488811,screen_view,profile,,,
user_00004,2025-10-31 04:25:41.488811,screen_view,transfers,,,
user_00004,2025-10-31 04:25:49.488811,screen_view,settings,,,
user_00004,2025-10-31 04:25:57.488811,screen_view,cards,,,
user_00004,2025-10-31 04:26:16.488811,transaction,,,39284.64,transfer
user_00004,2025-10-31 04:26:26.488811,button_click,,payment,,
user_00004,2025-10-31 04:27:41.775231,logout,,,,
user_00004,2025-11-07 07:51:06.488811,login,,,,
user_00004,2025-11-07 07:52:34.488811,screen_view,cards,,,
user_00004,2025-11-07 07:53:06.488811,screen_view,transfers,,,
user_00004,2025-11-07 07:53:51.488811,transaction,,,31888.53,payment
user_00004,2025-11-07 07:54:46.488811,transaction,,,4997.12,payment
user_00004,2025-11-07 07:56:14.488811,screen_view,transfers,,,
user_00004,2025-11-07 07:56:55.488811,button_click,,card_details,,
user_00004,2025-11-07 07:58:16.488811,button_click,,payment,,
user_00004,2025-11-07 07:59:02.488811,screen_view,profile,,,
user_00004,2025-11-07 07:59:44.488811,screen_view,main,,,
user_00004,2025-11-07 08:00:33.488811,button_click,,support,,
user_00004,2025-11-07 08:01:37.488811,screen_view,payments,,,
user_00004,2025-11-07 08:02:13.488811,screen_view,payments,,,
user_00004,2025-11-07 08:05:13.982966,logout,,,,
user_00004,2025-11-07 11:56:06.488811,login,,,,
user_00004,2025-11-07 11:56:07.488811,screen_view,payments,,,
user_00004,2025-11-07 11:56:08.488811,transaction,,,23118.07,transfer
user_00004,2025-11-07 11:56:09.488811,screen_view,cards,,,
user_00004,2025-11-07 11:56:11.488811,transaction,,,39352.94,payment
user_00004,2025-11-07 11:56:11.488811,button_click,,card_details,,
user_00004,2025-11-07 11:56:11.488811,button_click,,support,,
user_00004,2025-11-07 11:56:11.488811,screen_view,main,,,
user_00004,2025-11-07 11:56:12.488811,transaction,,,,payment
user_00004,2025-11-07 11:56:21.176994,logout,,,,
user_00005,2025-11-09 02:29:06.488811,login,,,,
user_00005,2025-11-09 02:29:41.488811,transaction,,,32529.01,payment
user_00005,2025-11-09 02:30:05.488811,transaction,,,28315.63,payment
user_00005,2025-11-09 02:30:26.488811,screen_view,profile,,,
user_00005,2025-11-09 02:32:08.998751,logout,,,,
user_00005,2025-11-06 18:11:06.488811,login,,,,
user_00005,2025-11-06 18:12:06.488811,button_click,,support,,
user_00005,2025-11-06 18:12:57.488811,screen_view,settings,,,
user_00005,2025-11-06 18:13:50.488811,screen_view,transfers,,,
user_00005,2025-11-06 18:16:50.184411,logout,,,,
user_00005,2025-11-07 02:15:06.488811,login,,,,
user_00005,2025-11-07 02:15:13.488811,screen_view,main,,,
user_00005,2025-11-07 02:15:19.488811,button_click,,transfer,,
user_00005,2025-11-07 02:15:31.488811,screen_view,cards,,,
user_00005,2025-11-07 02:15:36.488811,screen_view,profile,,,
user_00005,2025-11-07 02:15:47.488811,screen_view,main,,,
user_00005,2025-11-07 02:15:55.488811,screen_view,cards,,,
user_00005,2025-11-07 02:16:02.488811,transaction,,,,payment
user_00005,2025-11-07 02:16:07.488811,screen_view,settings,,,
user_00005,2025-11-07 02:16:11.488811,screen_view,settings,,,
user_00005,2025-11-07 02:16:18.488811,screen_view,settings,,,
user_00005,2025-11-07 02:16:48.892501,logout,,,,
user_00005,2025-11-07 18:36:06.488811,login,,,,
user_00005,2025-11-07 18:39:21.488811,screen_view,settings,,,
user_00005,2025-11-07 18:40:59.488811,transaction,,,24698.91,payment
user_00005,2025-11-07 18:43:52.488811,screen_view,main,,,
user_00005,2025-11-07 18:47:03.488811,screen_view,payments,,,
user_00005,2025-11-07 18:48:53.488811,screen_view,payments,,,
user_00005,2025-11-07 18:50:36.488811,button_click,,transfer,,
user_00005,2025-11-07 18:54:17.488811,screen_view,settings,,,
user_00005,2025-11-07 18:57:23.488811,screen_view,,,,
user_00005,2025-11-07 18:59:11.488811,screen_view,settings,,,
user_00005,2025-11-07 19:02:21.488811,screen_view,cards,,,
user_00005,2025-11-07 19:05:35.398840,logout,,,,
user_00005,2025-11-01 18:18:06.488811,login,,,,
user_00005,2025-11-01 18:19:05.488811,screen_view,settings,,,
user_00005,2025-11-01 18:20:45.488811,screen_view,main,,,
user_00005,2025-11-01 18:21:40.488811,button_click,,,,
user_00005,2025-11-01 18:22:56.488811,screen_view,cards,,,
user_00005,2025-11-01 18:24:04.488811,button_click,,card_details,,
user_00005,2025-11-01 18:25:27.488811,screen_view,settings,,,
user_00005,2025-11-01 18:27:01.488811,screen_view,payments,,,
user_00005,2025-11-01 18:27:57.488811,button_click,,,,
user_00005,2025-11-01 18:28:46.488811,button_click,,card_details,,
user_00005,2025-11-01 18:30:10.488811,screen_view,main,,,
user_00005,2025-11-01 18:31:03.488811,screen_view,settings,,,
user_00005,2025-11-01 18:32:40.129928,logout,,,,
user_00005,2025-10-28 17:23:06.488811,login,,,,
user_00005,2025-10-28 17:23:23.488811,button_click,,payment,,
user_00005,2025-10-28 17:23:33.488811,transaction,,,8782.5,payment
user_00005,2025-10-28 17:23:53.488811,transaction,,,3190.14,payment
user_00005,2025-10-28 17:24:03.488811,screen_view,settings,,,
user_00005,2025-10-28 17:24:12.488811,screen_view,transfers,,,
user_00005,2025-10-28 17:24:19.488811,transaction,,,16125.84,payment
user_00005,2025-10-28 17:24:38.488811,screen_view,settings,,,
user_00005,2025-10-28 17:24:51.488811,screen_view,payments,,,
user_00005,2025-10-28 17:25:12.488811,button_click,,payment,,
user_00005,2025-10-28 17:25:25.488811,button_click,,support,,
user_00005,2025-10-28 17:26:13.909126,logout,,,,
user_00005,2025-11-09 18:15:06.488811,login,,,,
user_00005,2025-11-09 18:15:50.488811,button_click,,transfer,,
user_00005,2025-11-09 18:16:49.488811,screen_view,cards,,,
user_00005,2025-11-09 18:17:22.488811,screen_view,,,,
user_00005,2025-11-09 18:18:04.488811,screen_view,settings,,,
user_00005,2025-11-09 18:19:44.488811,screen_view,cards,,,
user_00005,2025-11-09 18:21:17.488811,button_click,,card_details,,
user_00005,2025-11-09 18:24:02.626205,logout,,,,
user_00005,2025-11-05 19:18:06.488811,login,,,,
user_00005,2025-11-05 19:20:42.488811,screen_view,payments,,,
user_00005,2025-11-05 19:22:56.488811,screen_view,main,,,
user_00005,2025-11-05 19:25:02.488811,screen_view,profile,,,
user_00005,2025-11-05 19:26:34.488811,screen_view,payments,,,
user_00005,2025-11-05 19:27:57.488811,screen_view,profile,,,
user_00005,2025-11-05 19:30:53.381617,logout,,,,
user_00005,2025-11-01 01:38:06.488811,login,,,,
user_00005,2025-11-01 01:40:44.488811,screen_view,transfers,,,
user_00005,2025-11-01 01:42:35.488811,transaction,,,7977.36,
user_00005,2025-11-01 01:44:28.488811,button_click,,payment,,
user_00005,2025-11-01 01:48:14.488811,transaction,,,25052.35,payment
user_00005,2025-11-01 01:52:26.488811,screen_view,settings,,,
user_00005,2025-11-01 01:54:28.488811,button_click,,card_details,,
user_00005,2025-11-01 01:58:49.488811,screen_view,transfers,,,
user_00005,2025-11-01 02:06:27.462803,logout,,,,
user_00005,2025-11-02 09:36:06.488811,login,,,,
user_00005,2025-11-02 09:37:25.488811,screen_view,profile,,,
user_00005,2025-11-02 09:39:53.488811,transaction,,,33200.47,transfer
user_00005,2025-11-02 09:41:57.488811,screen_view,profile,,,
user_00005,2025-11-02 09:43:10.488811,screen_view,main,,,
user_00005,2025-11-02 09:46:00.488811,button_click,,transfer,,
user_00005,2025-11-02 09:49:06.488811,transaction,,,13598.37,transfer
user_00005,2025-11-02 09:50:36.488811,screen_view,profile,,,
user_00005,2025-11-02 09:52:37.488811,button_click,,support,,
